fitness,speed,distance
621.81,30.0,23.921326140009775
701.92,30.0,23.66511251898298
637.61,30.0,23.59943783739666
560.97,30.0,23.59943783739666
681.77,30.0,23.710287637261743
663.05,30.0,23.59943783739666
867.09,30.0,23.59943783739666
645.0,30.0,23.83839444777514
597.77,30.0,23.775962318848062
743.48,30.0,23.886812118713145
767.38,30.0,23.66511251898298
779.15,30.0,23.59943783739666
564.65,30.0,23.632275178189822
768.38,30.0,23.7431249780549
948.69,30.0,23.632275178189822
616.78,30.0,23.68770007812236
658.35,30.0,23.751753483379062
698.89,30.0,23.59943783739666
682.75,30.0,23.7431249780549
646.43,30.0,23.654862737329204
682.17,30.0,23.632275178189822
900.63,30.0,23.67128140772578
671.36,30.0,23.71541252808863
806.39,30.0,23.71972678075071
636.14,30.0,23.61585650779324
577.8,30.0,23.61585650779324
741.46,30.0,23.67128140772578
584.81,30.0,23.68770007812236
673.99,30.0,23.7431249780549
637.66,30.0,23.7431249780549
636.19,30.0,23.703308110354133
600.77,30.0,23.64356895775951
640.36,30.0,23.67949074292407
622.1,30.0,23.665634517940937
672.33,30.0,23.64356895775951
749.5,30.0,23.731425879402806
744.11,30.0,23.68770007812236
670.14,30.0,23.6517782929578
751.65,30.0,23.71541252808863
687.41,30.0,23.701556303105498
790.97,30.0,23.72321654420452
651.36,30.0,23.66973918554008
629.75,30.0,23.70545831116344
622.5,30.0,23.68749741858116
546.3,30.0,23.690523523014782
572.33,30.0,23.665634517940937
785.16,30.0,23.68749741858116
681.41,30.0,23.70545831116344
625.86,30.0,23.68770007812236
780.32,30.0,23.67666729803165
666.08,30.0,23.64356895775951
817.07,30.0,23.665533188170336
683.05,30.0,23.68554641455219
510.2,30.0,23.689111800568572
668.58,30.0,23.6965791946429
705.14,30.0,23.674513634461476
798.22,30.0,23.673203241785863
802.23,30.0,23.69799091708911
666.0,30.0,23.66768685174051
632.77,30.0,23.66011812789558
795.25,30.0,23.667046240387144
708.37,30.0,23.681812717515022
670.52,30.0,23.686252275775296
737.52,30.0,23.692845497605738
612.8,30.0,23.67834866126924
655.85,30.0,23.691062804597543
644.73,30.0,23.68115752117722
557.39,30.0,23.684891218214382
698.42,30.0,23.66768685174051
638.76,30.0,23.66768685174051
664.08,30.0,23.691062804597543
685.77,30.0,23.679374828169024
674.79,30.0,23.68161993974181
713.43,30.0,23.66768685174051
651.05,30.0,23.66768685174051
775.28,30.0,23.68865754018642
711.59,30.0,23.68611016288738
636.79,30.0,23.687977011405962
601.71,30.0,23.676289034977444
698.55,30.0,23.683351967864702
603.0,30.0,23.66768685174051
861.56,30.0,23.676289034977444
574.98,30.0,23.68161993974181
693.36,30.0,23.683351967864702
653.34,30.0,23.682133023191703
579.17,30.0,23.677831931573234
628.17,30.0,23.68049738395542
635.8,30.0,23.681199598932412
741.34,30.0,23.675519409802604
599.21,30.0,23.68248595380326
727.46,30.0,23.66768685174051
734.52,30.0,23.68149166887934
696.13,30.0,23.679164657764325
650.8,30.0,23.674092117847962
564.44,30.0,23.67444322533646
576.85,30.0,23.682742495528203
614.73,30.0,23.674909937466104
679.13,30.0,23.68248595380326
602.31,30.0,23.678569674772206
776.81,30.0,23.681199598932412
532.93,30.0,23.68140976933711
785.39,30.0,23.6819888113413
630.02,30.0,23.6819888113413
682.99,30.0,23.678867166268265
673.07,30.0,23.6779674471079
737.37,30.0,23.67815985340161
758.16,30.0,23.681947861570187
641.32,30.0,23.6779674471079
697.49,30.0,23.678417306688083
814.84,30.0,23.676739806119155
568.4,30.0,23.676506450054333
704.93,30.0,23.6779674471079
730.69,30.0,23.6779674471079
686.57,30.0,23.6779674471079
755.7,30.0,23.6779674471079
708.66,30.0,23.680074332371454
614.46,30.0,23.67995765433904
521.49,30.0,23.6800538574859
690.77,30.0,23.678417306688083
863.83,30.0,23.6819888113413
702.06,30.0,23.6799781292246
773.49,30.0,23.67896255072347
678.21,30.0,23.67819237689799
720.54,30.0,23.67819237689799
671.08,30.0,23.679020889739675
666.46,30.0,23.67896255072347
660.53,30.0,23.6779674471079
604.43,30.0,23.6779674471079
712.2,30.0,23.680074332371454
611.44,30.0,23.67819237689799
680.36,30.0,23.679020889739675
689.05,30.0,23.67819237689799
685.22,30.0,23.678606633318832
785.52,30.0,23.679133354634722
746.59,30.0,23.678079912002943
655.43,30.0,23.678079912002943
704.7,30.0,23.67849416842379
765.27,30.0,23.678606633318832
717.8,30.0,23.678079912002943
683.36,30.0,23.67819237689799
722.24,30.0,23.678606633318832
579.69,30.0,23.67834327266089
752.85,30.0,23.67834327266089
693.78,30.0,23.678287040213366
735.73,30.0,23.67834327266089
625.15,30.0,23.67834327266089
786.89,30.0,23.67834327266089
670.25,30.0,23.67834327266089
608.95,30.0,23.678606633318832
764.64,30.0,23.678079912002943
801.64,30.0,23.678136144450466
603.41,30.0,23.67834327266089
711.13,30.0,23.67847495298986
742.04,30.0,23.67834327266089
793.22,30.0,23.67834327266089
680.07,30.0,23.67834327266089
739.19,30.0,23.67847495298986
794.78,30.0,23.678211592331916
765.61,30.0,23.67834327266089
630.63,30.0,23.678211592331916
713.76,30.0,23.678211592331916
578.36,30.0,23.6782774324964
633.13,30.0,23.67834327266089
762.29,30.0,23.678211592331916
638.94,30.0,22.69285953417031
680.56,30.0,23.6782774324964
789.69,30.0,23.6782774324964
685.62,30.0,23.67834327266089
628.08,30.0,23.6782774324964
819.91,30.0,23.67834327266089
610.53,30.0,23.67847495298986
729.2,30.0,23.6782774324964
756.15,30.0,23.67824451241416
604.44,30.0,23.6782774324964
556.6,30.0,23.185667243580085
899.89,30.0,23.185535563251115
687.26,30.0,23.6782774324964
653.65,30.0,23.6782774324964
728.66,30.0,23.185568483333356
595.24,30.0,23.6782774324964
776.58,30.0,23.185568483333356
719.57,30.0,23.6782774324964
624.35,30.0,23.43192295791488
557.67,30.0,23.67826097245528
668.12,30.0,23.185568483333356
781.31,30.0,23.43192295791488
603.25,30.0,23.6782774324964
509.04,30.0,23.185568483333356
700.51,30.0,23.6782774324964
763.56,30.0,23.67824451241416
777.28,30.0,23.43192295791488
762.01,30.0,23.55510019520564
661.0,30.0,23.55510019520564
794.01,30.0,23.308745720624117
574.02,30.0,23.55510019520564
752.65,30.0,23.67826097245528
658.65,30.0,23.308745720624117
903.09,30.0,23.6782774324964
689.54,30.0,23.67826097245528
549.56,30.0,23.43192295791488
591.11,30.0,23.185568483333356
570.94,30.0,23.61668058383046
624.36,30.0,23.370334339269498
606.46,30.0,23.43192295791488
575.89,30.0,23.493503346539697
670.44,30.0,23.370334339269498
636.05,30.0,23.43192295791488
675.81,30.0,23.370334339269498
658.65,30.0,23.493503346539697
692.01,30.0,23.247157101978736
771.27,30.0,23.61668058383046
812.1,30.0,23.431918842904597
700.43,30.0,23.431918842904597
655.4,30.0,23.43192295791488
737.73,30.0,23.43192295791488
715.15,30.0,23.462713152227288
682.54,30.0,23.493507461549978
656.18,30.0,23.431918842904597
714.52,30.0,23.370330224259217
711.35,30.0,23.339540029946807
600.64,30.0,23.493503346539697
816.15,30.0,23.462713152227288
731.93,30.0,23.462713152227288
584.28,30.0,23.431920900409736
496.76,30.0,23.431920900409736
764.42,30.0,23.49350540404484
793.16,30.0,23.431918842904597
654.42,30.0,23.401124533581907
862.0,30.0,23.447315997565944
549.12,30.0,23.385729436425702
546.63,30.0,23.431920900409736
743.16,30.0,23.49350540404484
535.18,30.0,23.40882516841772
683.64,30.0,23.431920900409736
678.77,30.0,23.447317026318512
770.55,30.0,23.431920900409736
587.59,30.0,23.431918842904597
786.59,30.0,23.447317026318512
731.98,30.0,23.431920900409736
663.04,30.0,23.431920900409736
664.12,30.0,23.431918842904597
777.0,30.0,23.431919871657165
756.97,30.0,23.431919871657165
596.75,30.0,23.431918842904597
632.72,30.0,23.431920900409736
704.58,30.0,23.431919871657165
574.86,30.0,23.431920900409736
775.36,30.0,23.439618963364126
840.62,30.0,23.431919871657165
634.88,30.0,23.431918842904597
632.35,30.0,23.42037303441373
611.6,30.0,23.42614593865916
640.74,30.0,23.426146967411732
726.19,30.0,23.43576890313436
688.87,30.0,23.42614593865916
707.98,30.0,23.429995998888927
603.59,30.0,23.43576993188693
643.93,30.0,23.439618963364126
675.48,30.0,23.431918842904597
669.28,30.0,23.431918842904597
656.18,30.0,23.42037303441373
909.09,30.0,23.43576993188693
534.84,30.0,23.429032390781877
722.16,30.0,23.439618963364126
553.85,30.0,23.432882451011643
852.55,30.0,23.425184516651328
687.53,30.0,23.431918842904597
848.7,30.0,23.431918842904597
626.17,30.0,23.439618963364126
836.8,30.0,23.42614593865916
799.4,30.0,23.426146453035447
700.48,30.0,23.42758916472052
750.33,30.0,23.42614593865916
694.58,30.0,23.439618963364126
711.52,30.0,23.426146195847302
782.47,30.0,23.439618963364126
708.09,30.0,23.432882451011643
704.33,30.0,23.427589421908664
835.73,30.0,23.439618963364126
797.49,30.0,23.432882451011643
686.1,30.0,23.429032647970022
609.4,30.0,23.433604192636395
531.55,30.0,23.429514194835402
683.77,30.0,23.430235936460154
679.14,30.0,23.436250707187885
713.67,30.0,23.432882579605714
763.34,30.0,23.430957549490834
681.55,30.0,23.426146195847302
778.28,30.0,23.42686755168984
743.71,30.0,23.433604192636395
793.72,30.0,23.433604192636395
708.79,30.0,23.433604192636395
680.66,30.0,23.42987519424185
575.24,30.0,23.430235872163117
810.25,30.0,23.4315591937359
654.48,30.0,23.43155912943886
784.06,30.0,23.431920064548272
770.89,30.0,23.429875065647778
736.15,30.0,23.431920064548272
616.94,30.0,23.42819106615373
769.02,30.0,23.430596742975496
747.61,30.0,23.430897629395062
731.75,30.0,23.430897629395062
556.67,30.0,23.431077968355694
680.72,30.0,23.429393904564613
598.02,30.0,23.430055533202484
752.03,30.0,23.431258403761884
826.97,30.0,23.429033130197787
717.52,30.0,23.429393904564613
648.52,30.0,23.43155912943886
773.31,30.0,23.43023596860867
605.05,30.0,23.430656968482182
619.38,30.0,23.431078016578475
602.72,30.0,23.430897629395062
701.29,30.0,23.431078016578475
742.27,30.0,23.43098779887538
661.28,30.0,23.43140876660037
619.39,30.0,23.430145766979837
686.94,30.0,23.430145766979837
753.4,30.0,23.430145766979837
627.9,30.0,23.430476517001736
661.08,30.0,23.43098782298677
645.84,30.0,23.430566782927606
827.08,30.0,23.43086749253033
825.04,30.0,23.43094271413522
718.79,30.0,23.430777266790106
693.53,30.0,23.430777266790102
640.2,30.0,23.430476517001736
815.48,30.0,23.430611891779158
804.72,30.0,23.431153197997716
762.2,30.0,23.430777266790102
612.78,30.0,23.430709615568478
788.7,30.0,23.43096523239391
827.69,30.0,23.430965268560996
612.21,30.0,23.43077730295719
629.12,30.0,23.430777266790102
803.24,30.0,23.43096523239391
597.76,30.0,23.43107051049224
748.96,30.0,23.430566782927606
528.15,30.0,23.430777266790102
455.08,30.0,23.43073216999425
675.49,30.0,23.430901340243246
691.17,30.0,23.430566782927606
704.44,30.0,23.430672042942398
780.13,30.0,23.430709615568478
674.84,30.0,23.430901340243246
705.76,30.0,23.43087126767555
877.0,30.0,23.430871249592006
720.01,30.0,23.43074344117929
574.16,30.0,23.430743459262835
635.98,30.0,23.43074344117929
627.41,30.0,23.430807363469192
563.35,30.0,23.43078669159282
835.61,30.0,23.430822390711267
530.06,30.0,23.430790441622015
541.28,30.0,23.43087126767555
768.64,30.0,23.430709615568478
741.84,30.0,23.43078669159282
783.62,30.0,23.43074344117929
545.5,30.0,23.43087126767555
542.4,30.0,23.430901340243246
520.61,30.0,23.430798902545604
581.08,30.0,23.430886303959397
758.37,30.0,23.430798902545604
622.5,30.0,23.430844015918034
724.1,30.0,23.430844015918034
698.38,30.0,23.43083931557237
694.76,30.0,23.430790441622015
689.31,30.0,23.43072652837388
743.54,30.0,23.43074815358065
655.12,30.0,23.430797027531007
729.85,30.0,23.43075848499795
778.55,30.0,23.430844015918034
870.0,30.0,23.430782921973126
768.3,30.0,23.430773528063128
674.73,30.0,23.43072652837388
663.1,30.0,23.430838372790706
650.87,30.0,23.430817228770024
653.53,30.0,23.43079467208381
491.07,30.0,23.430773528063128
610.53,30.0,23.43079373457651
624.85,30.0,23.430771878571953
523.83,30.0,23.430784100073467
657.56,30.0,23.43080877199058
711.51,30.0,23.430750028218505
699.14,30.0,23.430798428894327
726.59,30.0,23.430795378416576
674.64,30.0,23.430798428894327
675.4,30.0,23.430816522437258
625.79,30.0,23.43075848499795
684.65,30.0,23.43072652837388
653.13,30.0,23.43077798932271
600.06,30.0,23.43077129253571
829.09,30.0,23.430816522437258
701.16,30.0,23.430774228556416
706.81,30.0,23.430738278296193
894.29,30.0,23.430798428894327
742.23,30.0,23.430771878571953
735.96,30.0,23.430791264483897
795.25,30.0,23.430771878571953
719.94,30.0,23.43081264721392
587.55,30.0,23.43075813380945
710.06,30.0,23.430774933947333
752.95,30.0,23.430775462755058
532.1,30.0,23.430784626903304
805.72,30.0,23.430774640929208
631.68,30.0,23.430771878571953
652.31,30.0,23.430755078434075
667.65,30.0,23.430792262892936
727.2,30.0,23.430775462755058
696.04,30.0,23.430756253426303
786.57,30.0,23.430783598420135
830.59,30.0,23.430771380356376
624.83,30.0,23.430765006190704
737.49,30.0,23.43077425815962
726.98,30.0,23.430773406259643
617.53,30.0,23.430764065999128
768.84,30.0,23.43078844489812
900.85,30.0,23.430771878571953
653.2,30.0,23.430770440164803
436.32,30.0,23.430774933947333
662.84,30.0,23.43077701929247
682.22,30.0,23.430764536094916
548.26,30.0,23.43077234916221
669.93,30.0,23.430774933947333
621.43,30.0,23.430772819257996
569.81,30.0,23.430772819257996
651.93,30.0,23.430765006190704
599.54,30.0,23.430776255448624
738.66,30.0,23.430767723177752
704.52,30.0,23.43077239330801
608.56,30.0,23.430773663627672
840.87,30.0,23.430774537353308
564.29,30.0,23.430772584210104
769.28,30.0,23.43077234916221
683.41,30.0,23.43076477114281
719.34,30.0,23.43077432437832
652.46,30.0,23.430774302305416
674.69,30.0,23.430773876602665
757.28,30.0,23.430774919275233
647.53,30.0,23.430772606283004
599.54,30.0,23.430772477722606
637.63,30.0,23.430773241442836
536.84,27.257996862865227,24.121129418493698
710.52,30.0,23.430772466686157
681.38,30.0,23.43076856015251
677.33,30.0,23.43076477114281
891.8,30.0,23.430773230406384
630.8,30.0,23.43076856015251
722.23,30.0,23.430773994002998
697.05,30.0,23.43077375174267
780.53,30.0,23.430770518937557
793.22,30.0,23.77595094258993
645.08,30.0,23.77595094258993
686.65,30.0,23.775950948108154
712.1,30.0,23.43076926144274
752.89,30.0,23.43076926144274
649.99,30.0,23.43076477114281
696.03,30.0,23.43077375174267
708.78,30.0,23.430770513419333
669.87,30.0,23.430769006292824
777.07,30.0,23.430767642281072
588.38,30.0,23.43076989019015
656.63,30.0,23.430767016292776
678.97,30.0,23.43076477114281
597.0,30.0,23.430769887431037
684.35,30.0,23.43076989019015
493.12,30.0,23.43076926144274
690.84,30.0,23.430772132581
497.24,30.0,23.430771506592706
506.47,30.0,23.43077137901775
773.34,30.0,23.430769575816445
792.87,30.0,23.43076845186191
729.19,30.0,23.430770698391427
731.1,30.0,23.430769887431037
526.96,30.0,23.43076845186191
636.6,30.0,23.430770384017723
589.86,30.0,23.430769575816445
731.85,30.0,23.430767016292776
745.36,30.0,23.430769575816445
563.19,30.0,23.430767329286923
536.74,30.0,23.43076845186191
542.22,30.0,23.430770384017723
765.12,30.0,23.430770698391427
791.57,30.0,23.43076845186191
574.59,30.0,23.430769575816445
661.41,30.0,23.430767734077342
761.27,30.0,23.430768452551682
497.79,30.0,23.430769575816445
752.72,30.0,23.43076973162374
680.8,30.0,23.43076973162374
530.58,30.0,23.430768452551682
685.45,30.0,23.43076965372009
636.64,30.0,23.430768654946895
682.42,30.0,23.430769014184065
794.44,29.29132735141293,24.62876773931584
807.44,30.0,23.430768654946895
722.26,30.0,23.430769575816445
507.35,30.0,23.430769059047535
734.17,30.0,23.430768654946895
800.14,30.0,23.43076973162374
594.02,30.0,23.43076883456548
664.75,30.0,24.029768197131368
697.92,30.0,24.029768197131368
661.65,30.0,24.029768657566144
747.18,30.0,23.430768856997215
807.43,30.0,23.430769059047535
798.15,30.0,23.430769059047535
794.63,30.0,23.430769059047535
405.96,30.0,23.430768654946895
682.93,29.29132735141293,24.62876773931584
605.81,30.0,24.329267968223604
719.76,30.0,24.029768399181687
609.94,30.0,24.029768427348756
686.19,30.0,24.329267968223604
749.11,30.0,23.730268515848422
791.07,30.0,23.73026842603913
654.69,27.313342295046056,23.454227708655754
595.08,30.0,23.730268515848422
565.93,30.0,23.430768744756186
712.63,30.0,23.73026862808945
759.51,30.0,24.17951819778618
723.12,30.0,24.329267968223604
716.32,30.0,23.580518630302304
646.73,30.0,23.880018527719102
785.71,30.0,23.880018356489895
653.27,30.0,23.730268571968935
814.64,30.0,24.029768399181687
642.38,27.313342295046056,23.454227708655754
769.18,30.0,24.179518183702648
684.3,30.0,24.329267968223604
628.54,30.0,23.592248140312343
712.33,30.0,24.329267968223604
619.97,30.0,23.880018414044244
671.95,30.0,24.329267968223604
704.98,30.0,24.254393083004892
836.03,30.0,23.95489337783579
546.95,30.0,24.329267968223604
704.08,30.0,23.8800184421045
564.88,30.0,24.02976827009627
733.78,30.0,23.667123032572825
507.38,30.0,23.998195500398214
622.1,30.0,23.923320611658617
833.1,25.790734727244676,23.55152491224477
570.48,30.0,23.960758054267973
675.16,30.0,24.329267968223604
598.62,30.0,23.960758054267973
655.73,30.0,24.067205748524568
594.64,30.0,24.179518119159937
789.28,30.0,24.329267968223604
835.09,30.0,24.254393083004892
641.21,30.0,23.75614148325637
673.09,30.0,23.75614148325637
836.74,30.0,24.329267968223604
684.86,30.0,25.701279358363497
833.26,30.0,23.960758054267973
614.41,30.0,24.051419365409277
549.64,30.0,24.070138086713953
712.23,30.0,24.123361933842254
652.59,30.0,23.923320611658617
573.85,30.0,24.329267968223604
565.94,30.0,24.19970302746878
679.97,30.0,23.839731047457494
792.61,30.0,24.728710420809932
520.74,30.0,24.01544807049096
822.78,30.0,24.123361933842254
669.7,30.0,23.85844976876217
661.16,30.0,23.839731047457494
713.38,30.0,23.913139784985162
659.7,30.0,24.01544807049096
513.31,30.0,24.060778726061613
628.74,30.0,23.936948919626566
730.29,30.0,23.936948919626566
751.06,30.0,24.372079245650447
625.22,30.0,24.320925102897547
741.5,30.0,24.372079245650447
619.42,30.0,24.19970302746878
579.26,30.0,23.927589558974226
787.13,30.0,24.01971703746314
757.01,30.0,24.394744573435773
865.56,30.0,24.05642140622697
496.2,30.0,23.936948919626566
719.65,30.0,24.068325973547672
683.14,30.0,24.195898141556793
814.03,30.0,24.372079245650447
733.71,30.0,24.063646293221503
714.86,30.0,23.973653298218682
797.42,30.0,24.16584674653117
675.45,30.0,23.936948919626566
806.32,30.0,23.973653298218682
641.01,30.0,24.372079245650447
684.37,30.0,23.936948919626566
702.06,30.0,24.020989635883176
566.13,30.0,24.066423530591678
738.91,30.0,24.066423530591678
650.26,30.0,24.065986133384587
586.13,30.0,24.00263744658712
715.48,30.0,23.955301108922626
690.97,30.0,24.020989635883176
560.95,30.0,24.069750022374926
665.58,30.0,24.000297606424034
558.43,30.0,24.043706583237427
614.9,30.0,24.010862319757152
694.5,30.0,24.04536982912905
651.31,30.0,24.00146752650558
736.01,30.0,24.033360568507856
695.13,30.0,24.065986133384587
768.52,30.0,24.043706583237427
705.21,30.0,24.001686225109122
722.18,30.0,24.020989635883176
736.98,30.0,24.036193734481024
964.0,30.0,24.04536982912905
543.61,30.0,24.027175102195514
725.82,30.0,24.01752339680849
669.1,30.0,24.033836179246855
721.04,30.0,24.065986133384587
817.58,30.0,24.065986133384587
662.14,30.0,24.04536982912905
537.7,30.0,24.051089933932808
686.96,30.0,24.05567798125682
681.96,30.0,24.038424226570868
750.18,30.0,24.022349249502
629.33,30.0,24.04822988153093
625.25,30.0,24.04658061779005
732.54,30.0,24.065986133384587
723.92,30.0,24.041754765096538
822.12,30.0,24.039603004187953
607.82,30.0,24.030505640721184
695.39,30.0,24.0585380336587
596.1,30.0,24.04658061779005
641.99,30.0,24.050523905192936
802.37,30.0,24.041754765096538
615.41,30.0,24.034464933646024
641.8,30.0,24.04937689336193
742.73,30.0,24.04740524966049
646.3,30.0,24.04452183718994
593.2,30.0,24.03936776112606
839.1,30.0,24.05825501928876
738.33,30.0,24.04822988153093
710.29,30.0,24.03936776112606
610.38,30.0,24.044167691443292
646.44,30.0,24.03691634738604
842.26,30.0,24.03936776112606
576.12,30.0,24.03936776112606
735.3,30.0,24.044372327243995
681.97,30.0,24.04452183718994
687.0,30.0,24.043798821328494
611.0,30.0,24.03936776112606
751.73,30.0,24.044167691443292
783.86,30.0,24.043798821328494
733.06,30.0,24.043386505393272
736.56,30.0,24.041583291227276
798.56,30.0,24.03814205425605
617.57,30.0,24.041870044185025
547.78,30.0,24.04071909228799
778.78,30.0,24.03814205425605
675.97,30.0,24.044344764316616
912.06,30.0,24.044344764316616
718.28,30.0,24.043592663360883
756.62,30.0,24.041583291227276
810.98,30.0,24.043954171291606
690.42,30.0,24.04258797729408
906.97,30.0,24.041583291227276
431.51,30.0,24.03814205425605
665.58,30.0,24.041583291227276
586.69,30.0,24.04414946780411
691.13,30.0,24.042731353772954
696.42,30.0,24.04396871383875
625.66,30.0,24.043592663360883
772.74,30.0,24.03943057327202
665.0,30.0,24.040867358808466
700.14,30.0,24.042731353772954
941.88,30.0,24.04108096352249
634.38,30.0,24.040365015775066
655.38,30.0,24.04396871383875
712.0,30.0,24.04050693224965
673.44,30.0,24.042731353772954
716.2,30.0,24.041511618316452
788.11,30.0,24.04208563426068
691.59,30.0,24.043278345566414
672.57,30.0,24.041511618316452
578.33,30.0,24.04189263890803
562.82,30.0,24.04240849401682
672.29,27.07966074593802,22.949719529830677
762.12,30.0,24.043027174049715
646.9,30.0,24.042121486044703
808.66,30.0,24.042731353772954
637.89,30.0,24.041798626288568
635.89,30.0,24.04182168067074
724.58,30.0,24.041798626288568
775.99,30.0,24.042731353772954
645.77,30.0,24.042007062476365
744.43,30.0,24.041857159789387
836.47,30.0,24.041857159789387
640.22,30.0,24.042007062476365
774.44,30.0,24.042121486044703
572.2,30.0,24.042276517221847
